CID,name,CN_TriggerLevel,skill_tag,CN_skill_tag,skill_text,INSTRUCTION,comment,damage_ratio,damage_ratio_growth,D_LEVEL12,D_LEVEL14,D_LEVEL16,stun_ratio,stun_ratio_growth,S_LEVEL12,S_LEVEL14,S_LEVEL16,sp_threshold,sp_consume,sp_recovery,adrenaline_threshold,adrenaline_consume,adrenaline_recovery,fever_recovery,self_fever_re,miasmic_shield_break,distance_attenuation,initial_level,anomaly_accumulation,skill_type,trigger_buff_level,element_type,element_damage_percent,diff_multiplier,ticks,hit_times,on_field,anomaly_attack,interruption_resistance,swap_cancel_ticks,labels,follow_up,follow_by,aid_direction,aid_lag_ticks,tick_list,force_add_condition_APL,heavy_attack,max_repeat_times,do_immediately,anomaly_update_list
1241,朱鸢,普攻,1241_SNA_3,第3段特殊普攻,普通攻击：请勿抵抗,物理,三段（物理）-第1枪,53.63%,4.90%,107.53%,117.33%,127.13%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,34.18,12.49416667,54.15333333,0,0,0,0,0,0,0,0,22,3,TRUE,FALSE,0,0,,1241_SNA_4,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_4,第3段特殊普攻,普通攻击：请勿抵抗,物理,三段（物理）-第2枪,53.63%,4.90%,107.53%,117.33%,127.13%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,27.6,12.49416667,54.15333333,0,0,0,0,0,0,0,0,15,3,TRUE,FALSE,0,0,,1241_SNA_5,1241_SNA_3,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_5,第5段特殊普攻,普通攻击：请勿抵抗,物理,三段（物理）-第3枪,53.63%,4.90%,107.53%,117.33%,127.13%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,6.9,12.49416667,54.15333333,0,0,0,0,0,0,0,0,43,3,TRUE,FALSE,0,0,,,1241_SNA_4,0,0,,,TRUE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_1_A,第1段特殊普攻（形态A）,普通攻击：请勿抵抗,以太,一段（以太）,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,0.991,0,0,0,6.9,7.59,54.16,0,0,5415,0,0,4,1,0,35,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_1_A_α,第1段特殊普攻（形态A-α衔接）,普通攻击：请勿抵抗,以太,一段（以太）,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,0.991,0,0,0,6.9,7.59,54.16,0,0,5415,0,0,4,1,0,49,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_1_A_β,第1段特殊普攻（形态A-β衔接）,普通攻击：请勿抵抗,以太,一段（以太）,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,0.991,0,0,0,6.9,7.59,54.16,0,0,5415,0,0,4,1,0,47,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_2_A,第2段特殊普攻（形态A）,普通攻击：请勿抵抗,以太,二段（以太）,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,1.835,0,0,0,13.18,14.025,54.16,0,0,5415,0,0,4,1,0,28,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_3_A,第3段特殊普攻（形态A）,普通攻击：请勿抵抗,以太,三段（以太）-第1枪,135.90%,12.37%,271.93%,296.67%,321.40%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,11.39,12.49416667,54.15333333,0,0,5415,0,0,4,1,0,22,3,TRUE,TRUE,0,0,,1241_SNA_4_A,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_4_A,第4段特殊普攻（形态A）,普通攻击：请勿抵抗,以太,三段（以太）-第2枪,135.90%,12.37%,271.93%,296.67%,321.40%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,11.39,12.49416667,54.15333333,0,0,5415,0,0,4,1,0,15,3,TRUE,TRUE,0,0,,1241_SNA_5_A,1241_SNA_3_A,0,0,,,FALSE,1,FALSE,
1241,朱鸢,普攻,1241_SNA_5_A,第5段特殊普攻（形态A）,普通攻击：请勿抵抗,以太,三段（以太）-第3枪,135.90%,12.37%,271.93%,296.67%,321.40%,59.57%,2.73%,89.63%,95.10%,100.57%,0,0,1.635333333,0,0,0,11.39,12.49416667,54.15333333,0,0,5415,0,0,4,1,0,43,3,TRUE,TRUE,0,0,,,1241_SNA_4_A,0,0,,,TRUE,1,FALSE,
1241,朱鸢,特殊技,1241_E,特殊技,特殊技：鹿弹射击,,直接点按,18.40%,1.70%,37.10%,40.50%,43.90%,18.40%,0.90%,28.30%,30.10%,31.90%,0,0,0,0,0,0,4.18,4.5925,16.66,0,0,1665,1,1,4,1,0,44,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,特殊技,1241_E_A,特殊技形态A,特殊技：鹿弹射击,,后闪,18.40%,1.70%,37.10%,40.50%,43.90%,18.40%,0.90%,28.30%,30.10%,31.90%,0,0,0,0,0,0,4.18,4.5925,16.66,0,0,1665,1,1,4,1,0,40,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,特殊技,1241_E_B,特殊技形态B,特殊技：鹿弹射击,,前闪,18.40%,1.70%,37.10%,40.50%,43.90%,18.40%,0.90%,28.30%,30.10%,31.90%,0,0,0,0,0,0,4.18,4.5925,16.66,0,0,1665,1,1,4,1,0,22,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,特殊技,1241_E_C,特殊技形态C,特殊技：鹿弹射击,,侧闪,18.40%,1.70%,37.10%,40.50%,43.90%,18.40%,0.90%,28.30%,30.10%,31.90%,0,0,0,0,0,0,4.18,4.5925,16.66,0,0,1665,1,1,4,1,0,25,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,强化特殊技,1241_E_EX,强化特殊技,强化特殊技：全弹连射,,直接点按,587.40%,53.40%,1174.80%,1281.60%,1388.40%,480.00%,21.90%,720.90%,764.70%,808.50%,60,60,0,0,0,0,154.8,173.7175,143.3,0,0,48512,1,2,4,1,0,86,7,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,强化特殊技,1241_E_EX_A,强化E形态A,强化特殊技：全弹连射,,侧闪,587.40%,53.40%,1174.80%,1281.60%,1388.40%,480.00%,21.90%,720.90%,764.70%,808.50%,60,60,0,0,0,0,154.8,173.7175,143.3,0,0,48512,1,2,4,1,0,91,7,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,连携技,1241_QTE,连携技,连携技：歼灭模式,,,587.50%,53.50%,1176.00%,1283.00%,1390.00%,148.60%,6.80%,223.40%,237.00%,250.60%,0,0,0,0,0,0,153.48,220.0275,135.01,0,0,33450,3,5,4,1,0,91,9,TRUE,TRUE,0,55,,,,0,0,,,TRUE,1,TRUE,
0,朱鸢,连携技,0_QTE_PRE,连携技僵直，弃用,废弃,废弃,废弃,407.70%,37.10%,815.80%,890.00%,964.20%,178.70%,8.20%,268.90%,285.30%,301.70%,0,0,4.906,0,0,0,153.48,37.4825,162.46,0,0,16245,3,5,4,1,0,55,9,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
0,朱鸢,冲刺攻击,0_RA,和前冲刺攻击重复，弃用,废弃,废弃,废弃,407.70%,37.10%,815.80%,890.00%,964.20%,178.70%,8.20%,268.90%,285.30%,301.70%,0,0,4.906,0,0,0,6.28,37.4825,162.46,0,0,16245,2,3,0,1,0,0,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_RA_F,前冲刺攻击,冲刺攻击：火力奇袭,,前向,55.10%,5.10%,111.20%,121.40%,131.60%,27.60%,1.30%,41.90%,44.50%,47.10%,0,0,0.901,0,0,0,6.28,6.9025,25.01,0,0,5000,2,3,0,1,0,30,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_RA_B,后冲刺攻击,冲刺攻击：火力奇袭,,后向,55.10%,5.10%,111.20%,121.40%,131.60%,27.60%,1.30%,41.90%,44.50%,47.10%,0,0,0.901,0,0,0,8.37,6.9025,25.01,0,0,5000,2,3,0,1,0,53,4,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_RA_S,侧冲刺攻击,冲刺攻击：火力奇袭,,侧向,55.10%,5.10%,111.20%,121.40%,131.60%,27.60%,1.30%,41.90%,44.50%,47.10%,0,0,0.901,0,0,0,6.28,6.9025,25.01,0,0,5000,2,3,0,1,0,31,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_F,前特殊冲刺攻击,冲刺攻击：火力压制,物理,前向,53.70%,4.90%,107.60%,117.40%,127.20%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,1.171,0,0,0,0.82,8.965,32.51,0,0,0,2,3,0,0,0,50,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_F_ET,前特殊冲刺攻击（以太）,冲刺攻击：火力压制,以太,前向,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,2.341,0,0,0,2.76,17.9025,65.01,0,0,5415,2,3,4,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_B,后特殊冲刺攻击,冲刺攻击：火力压制,物理,后向,53.70%,4.90%,107.60%,117.40%,127.20%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,1.171,0,0,0,0.82,8.965,32.51,0,0,0,2,3,0,0,0,49,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_B_ET,后特殊冲刺攻击（以太）,冲刺攻击：火力压制,以太,后向,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,2.341,0,0,0,2.76,17.9025,65.01,0,0,5415,2,3,4,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_S,侧特殊冲刺攻击,冲刺攻击：火力压制,物理,侧向,53.70%,4.90%,107.60%,117.40%,127.20%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,1.171,0,0,0,0.82,8.965,32.51,0,0,0,2,3,0,0,0,27,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,冲刺攻击,1241_SRA_S_ET,侧特殊冲刺攻击（以太）,冲刺攻击：火力压制,以太,侧向,135.90%,12.40%,272.30%,297.10%,321.90%,59.60%,2.80%,90.40%,96.00%,101.60%,0,0,2.341,0,0,0,2.76,17.9025,65.01,0,0,5415,2,3,4,1,0,27,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1241,朱鸢,终结技,1241_Q,终结技,终结技：歼灭模式MAX,,,1977.60%,179.80%,3955.40%,4315.00%,4674.60%,125.10%,6.27%,194.07%,206.61%,219.15%,0,0,0,0,0,0,0,0,603.34,0,0,10333,3,6,4,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1241,朱鸢,受击支援,1241_BH_Aid,受击支援,快速支援：掩护射击,,,51.40%,4.70%,103.10%,112.50%,121.90%,51.40%,2.40%,77.80%,82.60%,87.40%,0,0,1.682,0,0,0,11.7,12.87,23.36,0,0,4670,5,7,4,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,突击支援,1241_Assault_Aid,突击支援,支援突击：自卫还击,,,355.80%,32.40%,712.20%,777.00%,841.80%,308.60%,14.10%,463.70%,491.90%,520.10%,0,0,0,0,0,0,91.6,100.76,151.67,0,0,30197,5,9,4,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1241,朱鸢,闪避反击,1241_CA,闪避反击,闪避反击：火力震爆,,,176.80%,16.10%,353.90%,386.10%,418.30%,161.40%,7.40%,242.80%,257.60%,272.40%,0,0,1.682,0,0,0,11.7,12.87,196.71,0,0,4670,2,4,0,1,0,0,1,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
0,朱鸢,普攻,0_NA_Switch,普攻状态切换,废弃,废弃,废弃,43.10%,4.00%,87.10%,95.10%,103.10%,21.60%,1.00%,32.60%,34.60%,36.60%,0,0,0.705,0,0,0,27.6,5.39,19.59,0,0,0,0,0,0,1,0,0,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,普攻,1011_NA_1,第1段普攻,普通攻击：伏特速攻,,,31.20%,2.90%,63.10%,68.90%,74.70%,15.60%,0.80%,24.40%,26.00%,27.60%,0,0,0.562,0,0,0,3.9,4.29,15.59,0,0,0,0,0,0,0,0,22,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,普攻,1011_NA_2,第2段普攻,普通攻击：伏特速攻,,,33.70%,3.10%,67.80%,74.00%,80.20%,28.70%,1.40%,44.10%,46.90%,49.70%,0,0,1.032,0,0,0,7.18,7.8925,28.65,0,0,0,0,0,0,0,0,21,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,普攻,1011_NA_3,第3段普攻,普通攻击：伏特速攻,,,113.60%,10.40%,228.00%,248.80%,269.60%,89.60%,4.10%,134.70%,142.90%,151.10%,0,0,3.226,0,0,0,22.4,24.64,89.59,0,0,0,0,0,0,0,0,54,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,普攻,1011_NA_4,第4段普攻,普通攻击：伏特速攻,,,239.10%,21.80%,478.90%,522.50%,566.10%,187.40%,8.60%,282.00%,299.20%,316.40%,0,0,6.745,0,0,0,46.85,51.535,187.35,0,0,17247,0,0,3,1,0,94,5,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,普攻,1011_SNA_4,第4段特殊普攻,普通攻击：落雷,,,328.60%,29.90%,657.50%,717.30%,777.10%,142.40%,6.50%,213.90%,226.90%,239.90%,0,0,5.126,0,0,0,35.6,39.16,142.38,0,0,12750,0,0,3,1,0,70,5,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,特殊技,1011_E,特殊技,特殊技：电光挥击,,,93.40%,8.50%,186.90%,203.90%,220.90%,93.40%,4.30%,140.70%,149.30%,157.90%,0,0,0,0,0,0,23.35,25.685,46.66,0,0,9330,1,1,3,1,0,62,3,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,强化特殊技,1011_E_EX,强化特殊技,强化特殊技：苍雷斩,,,583.00%,53.00%,1166.00%,1272.00%,1378.00%,481.80%,21.90%,722.70%,766.50%,810.30%,60,60,0,0,0,0,171.05,188.155,178.3,0,0,53237,1,2,3,1,0,105,6,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,强化特殊技,1011_E_EX_A,强化E形态A,强化特殊技：苍雷斩,,快速释放,583.00%,53.00%,1166.00%,1272.00%,1378.00%,481.80%,21.90%,722.70%,766.50%,810.30%,60,60,0,0,0,0,171.05,188.155,178.3,0,0,53237,1,2,3,1,0,88,6,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,特殊技,1011_E_A,特殊技形态A,特殊技：电光挥击,,快速释放,93.40%,8.50%,186.90%,203.90%,220.90%,93.40%,4.30%,140.70%,149.30%,157.90%,0,0,0,0,0,0,23.35,25.685,46.66,0,0,9330,1,1,3,1,0,48,3,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,连携技,1011_QTE,连携技,连携技：电磁引擎,,,542.40%,49.40%,1085.80%,1184.60%,1283.40%,143.40%,6.60%,216.00%,229.20%,242.40%,0,0,0,0,0,0,152.23,222.31,143.34,0,0,34283,3,5,3,1,0,97,4,TRUE,TRUE,0,97,,,,0,0,,,TRUE,1,TRUE,
1011,安比,冲刺攻击,1011_RA,冲刺攻击,冲刺攻击：电弧斩,,,56.70%,5.20%,113.90%,124.30%,134.70%,28.40%,1.30%,42.70%,45.30%,47.90%,0,0,1.02,0,0,0,7.1,7.81,28.32,0,0,0,2,3,0,0,0,35,2,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,闪避反击,1011_CA,闪避反击,闪避反击：迅雷,,,180.20%,16.40%,360.60%,393.40%,426.20%,161.70%,7.40%,243.10%,257.90%,272.70%,0,0,2.219,0,0,0,15.43,16.9675,211.64,0,0,6163,2,4,3,1,0,40,3,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1011,安比,终结技,1011_Q,终结技,终结技：过载引擎,,,1512.60%,137.60%,3026.20%,3301.40%,3576.60%,991.60%,45.10%,1487.70%,1577.90%,1668.10%,0,0,0,0,0,0,0,0,710.04,0,0,21003,3,6,3,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1011,安比,受击支援,1011_BH_Aid,受击支援,快速支援：降雷,,,61.70%,5.70%,124.40%,135.80%,147.20%,61.70%,2.90%,93.60%,99.40%,105.20%,0,0,2.219,0,0,0,15.43,16.9675,30.82,0,0,6163,5,7,3,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1011,安比,招架/回避支援,1011_Light_parry_Aid,轻招架,招架支援：电光一闪,,,0.00%,0.00%,0.00%,0.00%,0.00%,246.70%,11.30%,371.00%,393.60%,416.20%,0,0,0,0,0,0,16.68,0,366.64,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1011,安比,招架/回避支援,1011_Heavy_parry_Aid,重招架,招架支援：电光一闪,,,0.00%,0.00%,0.00%,0.00%,0.00%,311.70%,14.20%,467.90%,496.30%,524.70%,0,0,0,0,0,0,29.18,0,416.64,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1011,安比,招架/回避支援,1011_Chain_parry_Aid,连续招架,招架支援：电光一闪,,,0.00%,0.00%,0.00%,0.00%,0.00%,151.70%,6.90%,227.60%,241.40%,255.20%,0,0,0,0,0,0,29.18,0,116.64,0,0,0,5,8,0,1,0,10,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1011,安比,突击支援,1011_Assault_Aid,突击支援,支援突击：回旋闪电,,,335.20%,30.50%,670.70%,731.70%,792.70%,291.40%,13.30%,437.70%,464.30%,490.90%,0,0,0,0,0,0,94.73,104.1975,160,0,0,31322,5,9,3,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1141,莱卡恩,普攻,1141_NA_1,第1段普攻,普通攻击：狩月舞步,点按,一段,29.20%,2.70%,58.90%,64.30%,69.70%,14.60%,0.70%,22.30%,23.70%,25.10%,0,0,0.501,0,0,0,3.48,3.8225,13.9,0,0,0,0,0,0,0,0,27,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_SNA_1,第1段特殊普攻,普通攻击：狩月舞步,长按,一段蓄力,37.10%,3.40%,74.50%,81.30%,88.10%,12.10%,0.60%,18.70%,19.90%,21.10%,0,0,0.414,0,0,0,2.88,3.1625,11.49,0,0,1148,0,0,2,1,0,29,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_NA_2,第2段普攻,普通攻击：狩月舞步,点按,二段,34.90%,3.20%,70.10%,76.50%,82.90%,30.30%,1.40%,45.70%,48.50%,51.30%,0,0,1.039,0,0,0,7.23,7.9475,28.85,0,0,0,0,0,0,0,0,21,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_SNA_2,第2段特殊普攻,普通攻击：狩月舞步,长按,二段蓄力,56.40%,5.20%,113.60%,124.00%,134.40%,32.90%,1.50%,49.40%,52.40%,55.40%,0,0,1.127,0,0,0,7.83,8.6075,31.29,0,0,3128,0,0,2,1,0,17,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_NA_3,第3段普攻,普通攻击：狩月舞步,点按,三段,58.40%,5.40%,117.80%,128.60%,139.40%,45.60%,2.10%,68.70%,72.90%,77.10%,0,0,1.563,0,0,0,10.88,11.9625,43.41,0,0,0,0,0,0,0,0,31,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_SNA_3,第3段特殊普攻,普通攻击：狩月舞步,长按,三段蓄力,99.50%,9.10%,199.60%,217.80%,236.00%,53.70%,2.50%,81.20%,86.20%,91.20%,0,0,1.841,0,0,0,12.8,14.08,51.14,0,0,5113,0,0,2,1,0,33,2,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_NA_4,第4段普攻,普通攻击：狩月舞步,点按,四段,152.00%,13.90%,304.90%,332.70%,360.50%,112.00%,5.10%,168.10%,178.30%,188.50%,0,0,3.838,0,0,0,26.65,29.315,106.6,0,0,0,0,0,0,0,0,67,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_SNA_4,第4段特殊普攻,普通攻击：狩月舞步,长按,四段蓄力,210.90%,19.20%,422.10%,460.50%,498.90%,107.10%,4.90%,161.00%,170.80%,180.60%,0,0,3.672,0,0,0,25.5,28.05,101.99,0,0,10198,0,0,2,1,0,68,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1141,莱卡恩,普攻,1141_NA_5,第5段普攻,普通攻击：狩月舞步,点按,五段,180.70%,16.50%,362.20%,395.20%,428.20%,147.70%,6.80%,222.50%,236.10%,249.70%,0,0,5.062,0,0,0,35.15,38.665,140.59,0,0,0,0,0,0,0,0,68,3,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1141,莱卡恩,普攻,1141_SNA_5_NFC,第5段特殊普攻（不满）,普通攻击：狩月舞步,长按,五段一级蓄力,277.60%,25.30%,555.90%,606.50%,657.10%,163.10%,7.50%,245.60%,260.60%,275.60%,0,0,5.589,0,0,0,38.83,42.7075,155.25,0,0,15524,0,0,2,1,0,77,4,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
